system:index,date,temperature,.geo
2019_08_11,2019-08-11T00:00:00,293.694953886693,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_08_12,2019-08-12T00:00:00,304.10352348993285,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_08_13,2019-08-13T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_08_14,2019-08-14T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_08_15,2019-08-15T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_08_16,2019-08-16T00:00:00,302.837555559447,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_08_17,2019-08-17T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_08_18,2019-08-18T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_08_19,2019-08-19T00:00:00,304.50671963082397,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_08_20,2019-08-20T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_08_21,2019-08-21T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_08_22,2019-08-22T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_08_23,2019-08-23T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_08_24,2019-08-24T00:00:00,302.07392881310085,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_08_25,2019-08-25T00:00:00,298.62903225806446,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_08_26,2019-08-26T00:00:00,302.44728906185304,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_08_27,2019-08-27T00:00:00,301.2739773945532,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_08_28,2019-08-28T00:00:00,307.1713271220318,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_08_29,2019-08-29T00:00:00,301.11350138233905,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_08_30,2019-08-30T00:00:00,305.8996078431374,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_08_31,2019-08-31T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_09_01,2019-09-01T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_09_02,2019-09-02T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_09_03,2019-09-03T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_09_04,2019-09-04T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_09_05,2019-09-05T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_09_06,2019-09-06T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_09_07,2019-09-07T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_09_08,2019-09-08T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_09_09,2019-09-09T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_09_10,2019-09-10T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_09_11,2019-09-11T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_09_12,2019-09-12T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_09_13,2019-09-13T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_09_14,2019-09-14T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_09_15,2019-09-15T00:00:00,294.0991860465117,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_09_16,2019-09-16T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_09_17,2019-09-17T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_09_18,2019-09-18T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_09_19,2019-09-19T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_09_20,2019-09-20T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_09_21,2019-09-21T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_09_22,2019-09-22T00:00:00,304.66290998200435,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_09_23,2019-09-23T00:00:00,299.3739270421161,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_09_24,2019-09-24T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_09_25,2019-09-25T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_09_26,2019-09-26T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_09_27,2019-09-27T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_09_28,2019-09-28T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_09_29,2019-09-29T00:00:00,302.66076249582085,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_09_30,2019-09-30T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_10_01,2019-10-01T00:00:00,304.02274262514334,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_10_02,2019-10-02T00:00:00,302.48166072145705,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_10_03,2019-10-03T00:00:00,303.8850098871698,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_10_04,2019-10-04T00:00:00,302.932129726457,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_10_05,2019-10-05T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_10_06,2019-10-06T00:00:00,303.0339842728428,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_10_07,2019-10-07T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_10_08,2019-10-08T00:00:00,300.24201249238286,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_10_09,2019-10-09T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_10_10,2019-10-10T00:00:00,302.1911354866154,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_10_11,2019-10-11T00:00:00,301.5727868852459,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_10_12,2019-10-12T00:00:00,302.31428585704685,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_10_13,2019-10-13T00:00:00,301.3825695397671,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_10_14,2019-10-14T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_10_15,2019-10-15T00:00:00,301.3968177377949,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_10_16,2019-10-16T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_10_17,2019-10-17T00:00:00,301.421147938561,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_10_18,2019-10-18T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_10_19,2019-10-19T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_10_20,2019-10-20T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_10_21,2019-10-21T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_10_22,2019-10-22T00:00:00,301.6585842594002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_10_23,2019-10-23T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_10_24,2019-10-24T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_10_25,2019-10-25T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_10_26,2019-10-26T00:00:00,303.79593048128345,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_10_27,2019-10-27T00:00:00,302.1462061583023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_10_28,2019-10-28T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_10_29,2019-10-29T00:00:00,301.47442084199224,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_10_30,2019-10-30T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_10_31,2019-10-31T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_11_01,2019-11-01T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_11_02,2019-11-02T00:00:00,301.65904278195177,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_11_03,2019-11-03T00:00:00,301.71879050550467,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_11_04,2019-11-04T00:00:00,304.79390279285457,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_11_05,2019-11-05T00:00:00,304.974650317169,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_11_06,2019-11-06T00:00:00,302.2558265265777,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_11_07,2019-11-07T00:00:00,305.7059941363264,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_11_08,2019-11-08T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_11_09,2019-11-09T00:00:00,302.30878315702086,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_11_10,2019-11-10T00:00:00,304.3411796623541,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_11_11,2019-11-11T00:00:00,300.4646415440998,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_11_12,2019-11-12T00:00:00,302.23734550905476,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_11_13,2019-11-13T00:00:00,303.4408474647515,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_11_14,2019-11-14T00:00:00,301.6384144400057,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_11_15,2019-11-15T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_11_16,2019-11-16T00:00:00,304.3418029007258,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_11_17,2019-11-17T00:00:00,303.5887641712656,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_11_18,2019-11-18T00:00:00,305.7012047634023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_11_19,2019-11-19T00:00:00,303.56934744613244,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_11_20,2019-11-20T00:00:00,300.59284719328093,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_11_21,2019-11-21T00:00:00,300.1422131972876,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_11_22,2019-11-22T00:00:00,300.8313953123515,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_11_23,2019-11-23T00:00:00,305.30940613990276,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_11_24,2019-11-24T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_11_25,2019-11-25T00:00:00,304.63580319734035,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_11_26,2019-11-26T00:00:00,302.6562516020171,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_11_27,2019-11-27T00:00:00,301.76807165947594,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_11_28,2019-11-28T00:00:00,302.086996017279,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_11_29,2019-11-29T00:00:00,301.6640928693534,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_11_30,2019-11-30T00:00:00,303.32410492014174,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_12_01,2019-12-01T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_12_02,2019-12-02T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_12_03,2019-12-03T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_12_04,2019-12-04T00:00:00,300.9627941414949,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_12_05,2019-12-05T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_12_06,2019-12-06T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_12_07,2019-12-07T00:00:00,302.63537507417004,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_12_08,2019-12-08T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_12_09,2019-12-09T00:00:00,301.52859375625786,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_12_10,2019-12-10T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_12_11,2019-12-11T00:00:00,302.6830018860414,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_12_12,2019-12-12T00:00:00,302.2983405972728,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_12_13,2019-12-13T00:00:00,302.37509620548434,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_12_14,2019-12-14T00:00:00,302.5276751408695,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_12_15,2019-12-15T00:00:00,297.6456744995651,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_12_16,2019-12-16T00:00:00,301.9531776194061,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_12_17,2019-12-17T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_12_18,2019-12-18T00:00:00,300.919568250845,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_12_19,2019-12-19T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_12_20,2019-12-20T00:00:00,296.38485944777176,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_12_21,2019-12-21T00:00:00,301.67872810231944,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_12_22,2019-12-22T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_12_23,2019-12-23T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_12_24,2019-12-24T00:00:00,300.3768676207992,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_12_25,2019-12-25T00:00:00,303.59912695132135,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_12_26,2019-12-26T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_12_27,2019-12-27T00:00:00,302.027789342304,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_12_28,2019-12-28T00:00:00,298.0812222222222,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_12_29,2019-12-29T00:00:00,300.9961575574558,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_12_30,2019-12-30T00:00:00,303.0815186534957,"{""type"":""MultiPoint"",""coordinates"":[]}"
2019_12_31,2019-12-31T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_01_01,2020-01-01T00:00:00,299.43071971499955,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_01_02,2020-01-02T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_01_03,2020-01-03T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_01_04,2020-01-04T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_01_05,2020-01-05T00:00:00,301.64760012680404,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_01_06,2020-01-06T00:00:00,300.39347958614155,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_01_07,2020-01-07T00:00:00,300.88,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_01_08,2020-01-08T00:00:00,303.13352232625607,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_01_09,2020-01-09T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_01_10,2020-01-10T00:00:00,300.63004247244044,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_01_11,2020-01-11T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_01_12,2020-01-12T00:00:00,305.23024073529325,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_01_13,2020-01-13T00:00:00,304.40734741910006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_01_14,2020-01-14T00:00:00,304.83156500403624,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_01_15,2020-01-15T00:00:00,305.2469411936912,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_01_16,2020-01-16T00:00:00,302.3575377669782,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_01_17,2020-01-17T00:00:00,303.63157262706693,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_01_18,2020-01-18T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_01_19,2020-01-19T00:00:00,306.25495921079613,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_01_20,2020-01-20T00:00:00,302.9371274466005,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_01_21,2020-01-21T00:00:00,305.4048671108146,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_01_22,2020-01-22T00:00:00,305.01718161014804,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_01_23,2020-01-23T00:00:00,304.96986062541055,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_01_24,2020-01-24T00:00:00,307.2071920592576,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_01_25,2020-01-25T00:00:00,302.91302083501006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_01_26,2020-01-26T00:00:00,307.94525139454333,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_01_27,2020-01-27T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_01_28,2020-01-28T00:00:00,306.7479754960436,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_01_29,2020-01-29T00:00:00,304.02016692157537,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_01_30,2020-01-30T00:00:00,304.97037415345613,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_01_31,2020-01-31T00:00:00,305.40996439454227,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_02_01,2020-02-01T00:00:00,303.59771927588775,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_02_02,2020-02-02T00:00:00,300.9432101962031,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_02_03,2020-02-03T00:00:00,302.83387920716945,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_02_04,2020-02-04T00:00:00,307.92473740273755,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_02_05,2020-02-05T00:00:00,304.73911230108706,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_02_06,2020-02-06T00:00:00,308.0258156464173,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_02_07,2020-02-07T00:00:00,305.5136713424887,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_02_08,2020-02-08T00:00:00,304.50659323351357,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_02_09,2020-02-09T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_02_10,2020-02-10T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_02_11,2020-02-11T00:00:00,301.2636815077793,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_02_12,2020-02-12T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_02_13,2020-02-13T00:00:00,308.661069895987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_02_14,2020-02-14T00:00:00,308.4136062178728,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_02_15,2020-02-15T00:00:00,310.59963287541865,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_02_16,2020-02-16T00:00:00,309.8497541633407,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_02_17,2020-02-17T00:00:00,308.22274334757026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_02_18,2020-02-18T00:00:00,311.21829637498485,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_02_19,2020-02-19T00:00:00,305.9899561771878,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_02_20,2020-02-20T00:00:00,306.95024367616986,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_02_21,2020-02-21T00:00:00,307.80570029842795,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_02_22,2020-02-22T00:00:00,310.1567496958363,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_02_23,2020-02-23T00:00:00,309.7375130541412,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_02_24,2020-02-24T00:00:00,309.4178778019492,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_02_25,2020-02-25T00:00:00,307.5748758504195,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_02_26,2020-02-26T00:00:00,303.9590098458489,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_02_27,2020-02-27T00:00:00,310.5714370640471,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_02_28,2020-02-28T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_02_29,2020-02-29T00:00:00,309.5557789131236,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_03_01,2020-03-01T00:00:00,307.8998074233598,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_03_02,2020-03-02T00:00:00,310.6049171100177,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_03_03,2020-03-03T00:00:00,309.7724600639908,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_03_04,2020-03-04T00:00:00,308.6054949926005,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_03_05,2020-03-05T00:00:00,312.0684221555901,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_03_06,2020-03-06T00:00:00,305.6563434914947,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_03_07,2020-03-07T00:00:00,309.98623209502387,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_03_08,2020-03-08T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_03_09,2020-03-09T00:00:00,304.30692849949634,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_03_10,2020-03-10T00:00:00,307.40581695840274,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_03_11,2020-03-11T00:00:00,306.17237502905385,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_03_12,2020-03-12T00:00:00,307.2005204069892,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_03_13,2020-03-13T00:00:00,306.6825693059273,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_03_14,2020-03-14T00:00:00,296.90301507537686,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_03_15,2020-03-15T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_03_16,2020-03-16T00:00:00,313.0085154584492,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_03_17,2020-03-17T00:00:00,312.8793959516598,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_03_18,2020-03-18T00:00:00,313.30594574361106,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_03_19,2020-03-19T00:00:00,310.4599506979676,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_03_20,2020-03-20T00:00:00,309.29542923254616,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_03_21,2020-03-21T00:00:00,312.4248680692891,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_03_22,2020-03-22T00:00:00,308.99903223182366,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_03_23,2020-03-23T00:00:00,314.10896397303884,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_03_24,2020-03-24T00:00:00,311.55688040605486,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_03_25,2020-03-25T00:00:00,314.7446677806595,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_03_26,2020-03-26T00:00:00,312.33607330897695,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_03_27,2020-03-27T00:00:00,314.6401530410392,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_03_28,2020-03-28T00:00:00,316.9966022280817,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_03_29,2020-03-29T00:00:00,312.45687347806563,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_03_30,2020-03-30T00:00:00,316.2780609874341,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_03_31,2020-03-31T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_04_01,2020-04-01T00:00:00,313.769618497855,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_04_02,2020-04-02T00:00:00,313.9685476127399,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_04_03,2020-04-03T00:00:00,312.8524935429121,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_04_04,2020-04-04T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_04_05,2020-04-05T00:00:00,312.34560772974885,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_04_06,2020-04-06T00:00:00,313.0550038139235,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_04_07,2020-04-07T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_04_08,2020-04-08T00:00:00,314.93365841993875,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_04_09,2020-04-09T00:00:00,310.2623801109114,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_04_10,2020-04-10T00:00:00,314.5914915859447,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_04_11,2020-04-11T00:00:00,314.8242852360323,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_04_12,2020-04-12T00:00:00,315.3667901816068,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_04_13,2020-04-13T00:00:00,314.59489435333626,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_04_14,2020-04-14T00:00:00,312.5319523767377,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_04_15,2020-04-15T00:00:00,317.1745675068961,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_04_16,2020-04-16T00:00:00,,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_04_17,2020-04-17T00:00:00,316.3328485656902,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_04_18,2020-04-18T00:00:00,311.0748317063403,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_04_19,2020-04-19T00:00:00,309.026202608269,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_04_20,2020-04-20T00:00:00,314.5683394706395,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_04_21,2020-04-21T00:00:00,312.88921135433355,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_04_22,2020-04-22T00:00:00,317.760496368899,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_04_23,2020-04-23T00:00:00,310.66470286654004,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_04_24,2020-04-24T00:00:00,316.4004944357138,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_04_25,2020-04-25T00:00:00,313.1248613531008,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_04_26,2020-04-26T00:00:00,317.2265814742893,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_04_27,2020-04-27T00:00:00,317.62204825720175,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_04_28,2020-04-28T00:00:00,307.30025648770356,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_04_29,2020-04-29T00:00:00,315.7675091902957,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_04_30,2020-04-30T00:00:00,313.51432783300135,"{""type"":""MultiPoint"",""coordinates"":[]}"
2020_05_01,2020-05-01T00:00:00,317.04069321660336,"{""type"":""MultiPoint"",""coordinates"":[]}"
